Drug URL,Drug Class
https:$$www.drugs.com$cons$fluorosol.html,Mouth and throat products
https:$$www.drugs.com$mtm$istradefylline.html,Miscellaneous antiparkinson agents
https:$$www.drugs.com$mtm$riboflavin.html,Vitamins
https:$$www.drugs.com$mtm$acetaminophen-chlorpheniramine-dextromethorphan-and-pseudoephedrine.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$fedratinib.html,Multikinase inhibitors
https:$$www.drugs.com$pro$bisacodyl-suppository.html,Laxatives
https:$$www.drugs.com$mtm$vosol-otic.html,Otic anti-infectives
https:$$www.drugs.com$pro$fluocinolone-oil.html,Topical steroids
https:$$www.drugs.com$mtm$hydrophor.html,Topical emollients
https:$$www.drugs.com$mtm$tolterodine.html,Urinary antispasmodics
https:$$www.drugs.com$cons$scholl-tritin-antifungal-powder-topical.html,Topical antifungals
https:$$www.drugs.com$mtm$econazole-topical.html,Topical antifungals
https:$$www.drugs.com$ibsrela.html,NHE3 inhibitors
https:$$www.drugs.com$mtm$mag-al-plus.html,Antacids
https:$$www.drugs.com$pro$theophylline-in-dextrose.html,Methylxanthines
https:$$www.drugs.com$cons$alamast.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$mtm$romosozumab.html,Miscellaneous bone resorption inhibitors
https:$$www.drugs.com$mtm$ascorbic-acid-and-carbonyl-iron.html,Vitamin and mineral combinations
https:$$www.drugs.com$cons$betacort-scalp-lotion.html,Topical steroids
https:$$www.drugs.com$pro$glyburide-tablets.html,Sulfonylureas
https:$$www.drugs.com$mtm$delsym.html,Antitussives
https:$$www.drugs.com$pro$sulfacleanse-8-4.html,Topical antibiotics
https:$$www.drugs.com$mtm$hyoscyamine-methenamine-methylene-blue-and-sodium-biphosphate.html,Urinary antispasmodics
https:$$www.drugs.com$pro$betamethasone-dipropionate.html,Topical steroids
https:$$www.drugs.com$pro$dermacinrx-phn.html,Topical anesthetics
https:$$www.drugs.com$cons$anaprox.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$zantac.html,H2 antagonists
https:$$www.drugs.com$mtm$magnesium-citrate.html,Laxatives
https:$$www.drugs.com$lotensin.html,Angiotensin Converting Enzyme Inhibitors
https:$$www.drugs.com$xospata.html,Multikinase inhibitors
https:$$www.drugs.com$cons$inapsine.html,Miscellaneous central nervous system agents
https:$$www.drugs.com$mtm$debrox-otic.html,Cerumenolytics
https:$$www.drugs.com$cons$genoptic.html,Ophthalmic anti-infectives
https:$$www.drugs.com$cons$dermarest.html,Topical steroids
https:$$www.drugs.com$mtm$acetic-acid-irrigant.html,Topical anti-infectives
https:$$www.drugs.com$cons$rid-a-pain-topical.html,Miscellaneous topical agents
https:$$www.drugs.com$pro$nymyo.html,Contraceptives
https:$$www.drugs.com$pro$ipratropium-nasal-0-03.html,Nasal antihistamines and decongestants
https:$$www.drugs.com$mtm$mannitol-inhalation.html,Miscellaneous diuretics
https:$$www.drugs.com$opana.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$cons$therapatch-warm-topical.html,Miscellaneous topical agents
https:$$www.drugs.com$pro$syntocinon.html,Uterotonic agents
https:$$www.drugs.com$mtm$max-freeze.html,Topical rubefacient
https:$$www.drugs.com$elelyso.html,Lysosomal enzymes
https:$$www.drugs.com$mtm$diclotral-pak-topical.html,Topical non-steroidal anti-inflammatories
https:$$www.drugs.com$cons$fluoderm-regular-cream.html,Topical steroids
https:$$www.drugs.com$pro$hailey-24-fe.html,Contraceptives
https:$$www.drugs.com$mtm$pepcid-complete.html,H2 antagonists
https:$$www.drugs.com$mtm$flumazenil.html,Antidotes
https:$$www.drugs.com$pro$burapren-injection.html,Local injectable anesthetics
https:$$www.drugs.com$pro$nephramine-5-4.html,Intravenous nutritional products
https:$$www.drugs.com$cons$ibu-4.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$cons$fluzone-high-dose-2015-2016-formula.html,Viral vaccines
https:$$www.drugs.com$cons$diotame.html,Antidiarrheals
https:$$www.drugs.com$otezla.html,Antirheumatics
https:$$www.drugs.com$cons$diskets-dispersible.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$cons$aralast.html,Miscellaneous respiratory agents
https:$$www.drugs.com$mtm$contac-cold-flu-cooling-night.html,Upper respiratory combinations
https:$$www.drugs.com$cons$atoma-acetaminophen-arthritis-pain.html,Miscellaneous analgesics
https:$$www.drugs.com$mtm$oxy-10.html,Topical acne agents
https:$$www.drugs.com$mtm$hycet.html,Narcotic analgesic combinations
https:$$www.drugs.com$cons$bengay-original.html,Topical rubefacient
https:$$www.drugs.com$cons$dandrex-topical.html,Miscellaneous topical agents
https:$$www.drugs.com$pro$liposyn-ii.html,Intravenous nutritional products
https:$$www.drugs.com$pro$virt-caps.html,Vitamin and mineral combinations
https:$$www.drugs.com$pro$norgestimate-and-ethinyl-estradiol.html,Contraceptives
https:$$www.drugs.com$mtm$pilocarpine-ophthalmic.html,Ophthalmic glaucoma agents
https:$$www.drugs.com$mtm$dristan-cold-non-drowsy.html,Upper respiratory combinations
https:$$www.drugs.com$cons$pms-sodium-polystyrene-sulfonate.html,Cation exchange resins
https:$$www.drugs.com$mtm$teriparatide.html,Parathyroid hormone and analogs
https:$$www.drugs.com$mtm$midol-pm.html,Analgesic combinations
https:$$www.drugs.com$mtm$dermagran-af.html,Topical antifungals
https:$$www.drugs.com$mtm$insulin-inhalation.html,Insulin
https:$$www.drugs.com$cons$miradyne-3.html,Topical anesthetics
https:$$www.drugs.com$mtm$noctiva-nasal.html,Antidiuretic hormones
https:$$www.drugs.com$pro$neutramaxx-5000-plus-turbo.html,Mouth and throat products
https:$$www.drugs.com$mtm$minivelle-skin-patch.html,Estrogens
https:$$www.drugs.com$mtm$hydrea.html,Antimetabolites
https:$$www.drugs.com$mtm$enstilar.html,Topical antipsoriatics
https:$$www.drugs.com$mtm$pronto-lice-kill-system.html,Topical anti-infectives
https:$$www.drugs.com$mtm$andexxa.html,Anticoagulant reversal agents
https:$$www.drugs.com$pro$zolate.html,Vitamins
https:$$www.drugs.com$pro$hylinate-lotion.html,Miscellaneous topical agents
https:$$www.drugs.com$cons$ceta-plus.html,Narcotic analgesic combinations
https:$$www.drugs.com$pro$sporanox-capsules.html,Azole antifungals
https:$$www.drugs.com$mtm$stavudine.html,Nucleoside reverse transcriptase inhibitors (NRTIs)
https:$$www.drugs.com$mtm$definity.html,Ultrasound contrast media
https:$$www.drugs.com$mtm$icy-hot-with-capsaicin.html,Miscellaneous topical agents
https:$$www.drugs.com$mtm$dynacirc.html,Calcium channel blocking agents
https:$$www.drugs.com$pro$precaine-b-gel.html,Topical anesthetics
https:$$www.drugs.com$mtm$benazepril.html,Angiotensin Converting Enzyme Inhibitors
https:$$www.drugs.com$mtm$darbepoetin-alfa.html,Recombinant human erythropoietins
https:$$www.drugs.com$mtm$ginkgo-biloba.html,Herbal products
https:$$www.drugs.com$cons$ultane-novation.html,General anesthetics
https:$$www.drugs.com$mtm$cyclocort.html,Topical steroids
https:$$www.drugs.com$cons$robinul.html,Anticholinergics / antispasmodics
https:$$www.drugs.com$cons$steritalc.html,Miscellaneous uncategorized agents
https:$$www.drugs.com$quviviq.html,"Miscellaneous anxiolytics, sedatives and hypnotics"
https:$$www.drugs.com$remeron.html,Tetracyclic antidepressants
https:$$www.drugs.com$cons$stemetic.html,Anticholinergic antiemetics
https:$$www.drugs.com$pro$estring.html,Estrogens
https:$$www.drugs.com$mtm$doans-pills-extra-strength.html,Salicylates
https:$$www.drugs.com$nicotine.html,Smoking cessation agents
https:$$www.drugs.com$pro$sodium-citrate-and-citric-acid-oral-solution.html,Minerals and electrolytes
https:$$www.drugs.com$pro$dotti-patch.html,Estrogens
https:$$www.drugs.com$mtm$entsol-nasal.html,Nasal lubricants and irrigations
https:$$www.drugs.com$cons$life-brand-clearlax.html,Laxatives
https:$$www.drugs.com$pro$rizatriptan-tablets.html,Antimigraine agents
https:$$www.drugs.com$mtm$nulibry.html,Miscellaneous metabolic agents
https:$$www.drugs.com$pro$diuril-injection.html,Thiazide diuretics
https:$$www.drugs.com$mtm$impoyz.html,Topical steroids
https:$$www.drugs.com$cons$metaderm-mild.html,Topical steroids
https:$$www.drugs.com$cons$summer-s-eve-specialcare.html,Topical steroids
https:$$www.drugs.com$pro$ranitidine-injection.html,H2 antagonists
https:$$www.drugs.com$cons$quelicin.html,Neuromuscular blocking agents
https:$$www.drugs.com$mtm$mitoxantrone.html,Antibiotics / antineoplastics
https:$$www.drugs.com$mtm$calamine-plain-topical.html,Miscellaneous topical agents
https:$$www.drugs.com$mtm$budesonide-nasal.html,Nasal steroids
https:$$www.drugs.com$cons$tagitol-v.html,Non-iodinated contrast media
https:$$www.drugs.com$detrol.html,Urinary antispasmodics
https:$$www.drugs.com$mtm$vivarin.html,CNS stimulants
https:$$www.drugs.com$mtm$formoterol-and-glycopyrrolate.html,Bronchodilator combinations
https:$$www.drugs.com$mtm$methylin.html,CNS stimulants
https:$$www.drugs.com$nexletol.html,Miscellaneous antihyperlipidemic agents
https:$$www.drugs.com$pro$vosol.html,Otic anti-infectives
https:$$www.drugs.com$mtm$hylan-g-f-20.html,Viscosupplementation agents
https:$$www.drugs.com$cons$spb11.html,Urea cycle disorder agents
https:$$www.drugs.com$mtm$panatuss-ped.html,Upper respiratory combinations
https:$$www.drugs.com$cons$taro-desoximetasone.html,Topical steroids
https:$$www.drugs.com$mtm$exenatide.html,Incretin mimetics
https:$$www.drugs.com$basaglar.html,Insulin
https:$$www.drugs.com$mtm$chloromag-injection.html,Minerals and electrolytes
https:$$www.drugs.com$cons$ogivri-intravenous.html,HER2 inhibitors
https:$$www.drugs.com$cons$prinzide.html,ACE inhibitors with thiazides
https:$$www.drugs.com$cons$motion-sickness-relief.html,Anticholinergic antiemetics
https:$$www.drugs.com$mtm$tretinoin-emollient-topical.html,Topical acne agents
https:$$www.drugs.com$mtm$clarus-antifungal.html,Topical antifungals
https:$$www.drugs.com$kapvay.html,"Antiadrenergic agents, centrally acting"
https:$$www.drugs.com$mtm$locoid.html,Topical steroids
https:$$www.drugs.com$avelox.html,Quinolones
https:$$www.drugs.com$pro$lipiodol-ultra-fluide.html,Iodinated contrast media
https:$$www.drugs.com$mtm$vi-sudo.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$flurazepam.html,Benzodiazepines
https:$$www.drugs.com$mtm$mesalamine.html,5-aminosalicylates
https:$$www.drugs.com$evusheld.html,Antiviral combinations
https:$$www.drugs.com$mtm$acetasol-hc-otic.html,Otic steroids with anti-infectives
https:$$www.drugs.com$cons$apo-amphetamine-xr-10mg-tablet.html,CNS stimulants
https:$$www.drugs.com$cons$lupaneta-pack.html,Sex hormone combinations
https:$$www.drugs.com$cons$sumavel-dosepro-subcutaneous.html,Antimigraine agents
https:$$www.drugs.com$mtm$plasbumin-25-human.html,Plasma expanders
https:$$www.drugs.com$mtm$fremanezumab.html,CGRP inhibitors
https:$$www.drugs.com$pro$acyclovir-oral-suspension.html,Purine nucleosides
https:$$www.drugs.com$mtm$saw-palmetto.html,Herbal products
https:$$www.drugs.com$mtm$dilaudid-injection.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$mtm$chlophedianol-dexchlorpheniramine-and-pseudoephedrine.html,Upper respiratory combinations
https:$$www.drugs.com$pro$azelastine.html,Nasal antihistamines and decongestants
https:$$www.drugs.com$pro$cisatracurium-besylate-injection.html,Neuromuscular blocking agents
https:$$www.drugs.com$mtm$ketoconazole-topical.html,Topical antifungals
https:$$www.drugs.com$mtm$dorzolamide-ophthalmic.html,Ophthalmic glaucoma agents
https:$$www.drugs.com$mtm$tetrahydrozoline-ophthalmic.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$mtm$codeine-phenylephrine-and-promethazine.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$calcitonin-nasal.html,Calcitonin
https:$$www.drugs.com$mtm$calcidol.html,Vitamins
https:$$www.drugs.com$mtm$ampicillin-and-sulbactam.html,Beta-lactamase inhibitors
https:$$www.drugs.com$mtm$empagliflozin-and-linagliptin.html,Antidiabetic combinations
https:$$www.drugs.com$pro$ventrixyl-fe.html,Vitamin and mineral combinations
https:$$www.drugs.com$mtm$rocuronium.html,Neuromuscular blocking agents
https:$$www.drugs.com$micardis.html,Angiotensin receptor blockers
https:$$www.drugs.com$cons$intal-inhaler.html,Mast cell stabilizers
https:$$www.drugs.com$cons$chymodiactin.html,Miscellaneous uncategorized agents
https:$$www.drugs.com$cons$arymo-er.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$pro$rosadan-cream.html,Topical anti-rosacea agents
https:$$www.drugs.com$cons$pretz-d.html,Nasal antihistamines and decongestants
https:$$www.drugs.com$pro$lamisil-at-spray.html,Topical antifungals
https:$$www.drugs.com$mtm$miglustat.html,Miscellaneous metabolic agents
https:$$www.drugs.com$cons$prelone.html,Glucocorticoids
https:$$www.drugs.com$pro$fluovix-plus.html,Topical steroids
https:$$www.drugs.com$velcade.html,Proteasome inhibitors
https:$$www.drugs.com$pro$zolpidem-extended-release.html,"Miscellaneous anxiolytics, sedatives and hypnotics"
https:$$www.drugs.com$mtm$tolak.html,Topical antineoplastics
https:$$www.drugs.com$pro$colchicine-tablets.html,Antigout agents
https:$$www.drugs.com$pro$major-childrens-ibuprofen.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$cons$metatrace-fdg.html,Diagnostic radiopharmaceuticals
https:$$www.drugs.com$pro$lactated-ringers.html,Intravenous nutritional products
https:$$www.drugs.com$mtm$delafloxacin-oral-injection.html,Quinolones
https:$$www.drugs.com$pro$topotecan-injection-concentrate.html,Miscellaneous antineoplastics
https:$$www.drugs.com$pro$acyclovir-iv-infusion.html,Purine nucleosides
https:$$www.drugs.com$mtm$robitussin-cough-chest-congestion-dm.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$alert.html,CNS stimulants
https:$$www.drugs.com$mtm$celecoxib-and-tramadol.html,Narcotic analgesic combinations
https:$$www.drugs.com$mtm$fungoid.html,Topical antifungals
https:$$www.drugs.com$gamimune.html,Immune globulins
https:$$www.drugs.com$mtm$sarecycline.html,Tetracyclines
https:$$www.drugs.com$pro$tralement.html,Intravenous nutritional products
https:$$www.drugs.com$mtm$pryflex.html,Nutraceutical products
https:$$www.drugs.com$pro$lidocort-cream.html,Topical anesthetics
https:$$www.drugs.com$pro$imipramine-pamoate.html,Tricyclic antidepressants
https:$$www.drugs.com$mtm$carbocaine-hcl.html,Local injectable anesthetics
https:$$www.drugs.com$oxtellar-xr.html,Dibenzazepine anticonvulsants
https:$$www.drugs.com$mtm$ortikos.html,Glucocorticoids
https:$$www.drugs.com$cons$altavera.html,Contraceptives
https:$$www.drugs.com$cons$equilizer-gas-relief.html,Miscellaneous GI agents
https:$$www.drugs.com$incruse-ellipta.html,Anticholinergic bronchodilators
https:$$www.drugs.com$mtm$icatibant.html,Hereditary angioedema agents
https:$$www.drugs.com$mtm$levlen.html,Contraceptives
https:$$www.drugs.com$cons$geodon-intramuscular.html,Atypical antipsychotics
https:$$www.drugs.com$mtm$aldex-g.html,Upper respiratory combinations
https:$$www.drugs.com$pro$nembutal.html,Barbiturates
https:$$www.drugs.com$cons$trianal-c1-4.html,Narcotic analgesic combinations
https:$$www.drugs.com$mtm$nivestym.html,Colony stimulating factors
https:$$www.drugs.com$mtm$bupivacaine-and-meloxicam.html,Analgesic combinations
https:$$www.drugs.com$cons$zeasorb-af-topical.html,Topical antifungals
https:$$www.drugs.com$mtm$hydrocortisone-and-pramoxine-topical-rectal.html,Anorectal preparations
https:$$www.drugs.com$mtm$broncotron.html,Upper respiratory combinations
https:$$www.drugs.com$pro$pioglitazone-and-glimepiride-tablets.html,Antidiabetic combinations
https:$$www.drugs.com$pro$halobetasol-cream.html,Topical steroids
https:$$www.drugs.com$haegarda.html,Hereditary angioedema agents
https:$$www.drugs.com$cons$antiflex.html,Skeletal muscle relaxants
https:$$www.drugs.com$mtm$methergine-oral-and-injection.html,Uterotonic agents
https:$$www.drugs.com$pro$phentolamine.html,Miscellaneous cardiovascular agents
https:$$www.drugs.com$cons$extendryl-hc.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$tepadina.html,Alkylating agents
https:$$www.drugs.com$mtm$temovate.html,Topical steroids
https:$$www.drugs.com$pro$cetacaine-topical-anesthetic-spray.html,Mouth and throat products
https:$$www.drugs.com$mtm$minoxidil.html,Vasodilators
https:$$www.drugs.com$arikayce.html,Aminoglycosides
https:$$www.drugs.com$cons$aplisol.html,In vivo diagnostic biologicals
https:$$www.drugs.com$percodan.html,Narcotic analgesic combinations
https:$$www.drugs.com$mycapssa.html,Somatostatin and somatostatin analogs
https:$$www.drugs.com$prolia.html,Miscellaneous bone resorption inhibitors
https:$$www.drugs.com$cons$imitrex-subcutaneous.html,Antimigraine agents
https:$$www.drugs.com$cons$sandimmune.html,Calcineurin inhibitors
https:$$www.drugs.com$coricidin.html,Upper respiratory combinations
https:$$www.drugs.com$stavzor.html,Fatty acid derivative anticonvulsants
https:$$www.drugs.com$lovenox.html,Heparins
https:$$www.drugs.com$tamiflu.html,Neuraminidase inhibitors
https:$$www.drugs.com$pro$plexion-cleansing-cloth.html,Topical antibiotics
https:$$www.drugs.com$mtm$bismuth-subcitrate-potassium-metronidazole-and-tetracycline.html,H. pylori eradication agents
https:$$www.drugs.com$cons$diprosone.html,Topical steroids
https:$$www.drugs.com$pro$asacol.html,5-aminosalicylates
https:$$www.drugs.com$cons$divigel-transdermal.html,Estrogens
https:$$www.drugs.com$pro$riomet-oral-suspension.html,Non-sulfonylureas
https:$$www.drugs.com$tepmetko.html,Multikinase inhibitors
https:$$www.drugs.com$cons$colyte.html,Laxatives
https:$$www.drugs.com$mtm$methylcobalamin-vitamin-b12.html,Vitamins
https:$$www.drugs.com$pro$paroxetine-capsules.html,Selective serotonin reuptake inhibitors
https:$$www.drugs.com$mtm$focalin-xr.html,CNS stimulants
https:$$www.drugs.com$pro$amoxicillin-and-clavulanate-chewable.html,Beta-lactamase inhibitors
https:$$www.drugs.com$acam2000.html,Viral vaccines
https:$$www.drugs.com$pro$premphase-prempro.html,Sex hormone combinations
